,id,communityName,lat,lng
0,0,天悦龙庭二期 ,22.564228818562206,113.89402928733011
1,1,大益广场 ,22.58655708491951,113.87549009235693
2,2,中熙香缇湾 ,22.584424269794972,113.86242267656533
3,3,深业新岸线三期 ,22.56432019682587,113.88113026519444
4,4,碧海富通城一期 ,22.573975456813,113.86393308475438
5,5,金港华庭 ,22.588520082704278,113.86774221901389
6,6,碧海富通城四期 ,22.573774077858545,113.8594473000731
7,7,金成名苑 ,22.5690680020152,113.89462329184839
8,8,西岸观邸 ,22.556822637961286,113.90191210682173
9,9,灵芝新村 ,22.574329290787627,113.91635972411368
10,10,招商果岭花园 ,22.590832504111724,113.86407152081988
11,11,第五大道高发西岸花园三期 ,22.561190665115795,113.88435906355231
12,12,绿海名苑 ,22.582859074891473,113.87315484387938
13,13,半岛明苑 ,22.576511160323715,113.8807728222457
14,14,勤诚达22世纪一期 ,22.577448532628416,113.91577825095725
15,15,中熙香缇湾 ,22.584424269794972,113.86242267656533
16,16,招商果岭花园 ,22.590832504111724,113.86407152081988
17,17,桃源居三区 ,22.62035813428162,113.86882498976337
18,18,招商果岭花园 ,22.590832504111724,113.86407152081988
19,19,中信领航 ,22.615754342766994,113.86288782005654
20,20,兴达华府 ,22.61721692754511,113.86352102033914
21,21,卡罗社区 ,22.567900351896068,113.89668865521523
22,22,碧海富通城一期 ,22.573975456813,113.86393308475438
23,23,深业新岸线三期 ,22.56432019682587,113.88113026519444
24,24,招商果岭花园 ,22.590832504111724,113.86407152081988
25,25,泰华阳光海小区 ,22.578568159759485,113.86295969887021
26,26,金泓凯旋城一期 ,22.553992248737917,113.9045096290674
27,27,尚都二期 ,22.56586956883082,113.89322350638962
28,28,西城雅筑 ,22.568488980596086,113.8838651284712
29,29,碧海富通城二期 ,22.574871091568085,113.86444723081117
30,30,欣荣苑 ,22.57532799932205,113.89540397952278
31,31,招商果岭花园 ,22.590832504111724,113.86407152081988
32,32,新锦安雅园三期 ,22.555110072309034,113.91066909435396
33,33,碧海富通城三期 ,22.57388427232394,113.86104879194932
34,34,润恒尚园 ,22.55680539837541,113.900159749925
35,35,第五大道高发西岸花园一期 ,22.561190665115795,113.88435906355231
36,36,第五大道高发西岸花园三期 ,22.561190665115795,113.88435906355231
37,37,佳华名苑 ,22.570464157993058,113.88373809459756
38,38,中粮锦云 ,22.59065490173443,113.89368674457485
39,39,西城上筑花园 ,22.562419634908867,113.89755552991343
40,40,金港华庭 ,22.588520082704278,113.86774221901389
41,41,新锦安雅园二期 ,22.555198930989985,113.91111802073581
42,42,桃源居十六区 ,22.62364912548054,113.87193950479599
43,43,新锦安雅园三期 ,22.555110072309034,113.91066909435396
44,44,碧海富通城一期 ,22.573975456813,113.86393308475438
45,45,金泓凯旋城一期 ,22.553992248737917,113.9045096290674
46,46,润恒尚园 ,22.55680539837541,113.900159749925
47,47,深业新岸线一期 ,22.56399500196961,113.88280114757806
48,48,尚都二期 ,22.56586956883082,113.89322350638962
49,49,熙龙湾二期 ,22.552277558035694,113.89807141149643
50,50,幸福海岸二期 ,22.566398379414533,113.88714646961662
51,51,福中福花园二期 ,22.570618042570132,113.87889432079777
52,52,圣淘沙骏园 ,22.58022334698628,113.86893170666131
53,53,中粮锦云 ,22.59065490173443,113.89368674457485
54,54,深业新岸线一期 ,22.56399500196961,113.88280114757806
55,55,万象新天 ,22.608819227697683,113.85778942066175
56,56,中熙香缇湾 ,22.584424269794972,113.86242267656533
57,57,幸福海岸三期 ,22.56668551052054,113.88708871216558
58,58,佳华名苑 ,22.570464157993058,113.88373809459756
59,59,风临洲 ,22.565465712687057,113.8953093035119
60,60,圣淘沙骏园 ,22.58022334698628,113.86893170666131
61,61,熙龙湾二期 ,22.552277558035694,113.89807141149643
62,62,碧海富通城六期 ,22.57436078482489,113.86352878798687
63,63,第五大道高发西岸花园一期 ,22.561190665115795,113.88435906355231
64,64,招商果岭花园 ,22.590832504111724,113.86407152081988
65,65,桃源居十四区 ,22.6235564344612,113.86709780159042
66,66,碧海富通城一期 ,22.573975456813,113.86393308475438
67,67,金港华庭 ,22.588520082704278,113.86774221901389
68,68,天悦龙庭二期 ,22.564228818562206,113.89402928733011
69,69,桃源居四区 ,22.621029255503903,113.87202684614239
70,70,碧海名园 ,22.58789785758808,113.87180541742748
71,71,碧海名园 ,22.58789785758808,113.87180541742748
72,72,黄金大厦 ,22.582631398633765,113.89580999744365
73,73,桃源居五区 ,22.62135044407315,113.87389924809591
74,74,碧海富通城三期 ,22.57388427232394,113.86104879194932
75,75,俊景园 ,22.642849689407495,113.84744493056498
76,76,勤诚达22世纪一期 ,22.577448532628416,113.91577825095725
77,77,碧海富通城三期 ,22.57388427232394,113.86104879194932
78,78,中信湾上六座 ,22.5762609584624,113.86184719510666
79,79,幸福海岸二期 ,22.566398379414533,113.88714646961662
80,80,流塘阳光花园 ,22.587863901905703,113.89706016203503
81,81,华联城市全景 ,22.579815794206826,113.91416001017481
82,82,中熙香缤山 ,22.601273931067123,113.88823127143488
83,83,翠景居 ,22.595605363110806,113.88285534863759
84,84,合正汇一城 ,22.58160541738945,113.87052735775512
85,85,黄金大厦 ,22.582631398633765,113.89580999744365
86,86,金泓凯旋城二期 ,22.553387024269206,113.90313397209464
87,87,金泓凯旋城二期 ,22.553387024269206,113.90313397209464
88,88,新锦安雅园三期 ,22.555110072309034,113.91066909435396
89,89,招商果岭花园 ,22.590832504111724,113.86407152081988
90,90,黄金大厦 ,22.582631398633765,113.89580999744365
91,91,金泓凯旋城一期 ,22.553992248737917,113.9045096290674
92,92,宝乐花园 ,22.57755997762645,113.90140446449685
93,93,松茂御龙湾 ,22.58017152347513,113.85966499004049
94,94,俊景园 ,22.642849689407495,113.84744493056498
95,95,广信花园 ,22.707432793082347,113.93001313569306
96,96,富通好旺角一期 ,22.56409204453861,113.89565178158915
97,97,碧海富通城一期 ,22.573975456813,113.86393308475438
98,98,万象新天 ,22.608819227697683,113.85778942066175
99,99,金汇名园 ,22.56255788043876,113.90674380739546
100,100,圣淘沙骏园 ,22.58022334698628,113.86893170666131
101,101,庆华花园 ,22.5615422723729,113.90494422927299
102,102,海滨城广场 ,22.568948482664236,113.89791027974225
103,103,碧海富通城二期 ,22.574871091568085,113.86444723081117
104,104,西城上筑花园 ,22.562419634908867,113.89755552991343
105,105,宝田雅苑 ,22.587224452985577,113.87430388801614
106,106,泰华阳光海小区 ,22.578568159759485,113.86295969887021
107,107,碧海富通城二期 ,22.574871091568085,113.86444723081117
108,108,宏发领域 ,22.56061114790181,113.8956943765415
109,109,西岸观邸 ,22.556822637961286,113.90191210682173
110,110,招商果岭花园 ,22.590832504111724,113.86407152081988
111,111,青春庭园 ,22.590236866147606,113.88513355291867
112,112,中粮锦云 ,22.59065490173443,113.89368674457485
113,113,金海华府 ,22.588704915304568,113.90177949267424
114,114,中粮锦云 ,22.59065490173443,113.89368674457485
115,115,中信领航 ,22.615754342766994,113.86288782005654
116,116,绿海名居 ,22.569072967454613,113.86505558935318
117,117,尚都二期 ,22.56586956883082,113.89322350638962
118,118,绿海名苑 ,22.582859074891473,113.87315484387938
119,119,富通蟠龙居 ,22.581585933122586,113.87434354550948
120,120,白金假日公寓 ,22.573986727138323,113.87529781994394
121,121,宝雅花园 ,22.57897722646873,113.92343498761309
122,122,桃源居五区 ,22.62135044407315,113.87389924809591
123,123,豪城馨庭居 ,22.5603200477649,113.90387514600455
124,124,泰华君逸世家 ,22.567640855694147,113.8879338586501
125,125,尚都二期 ,22.56586956883082,113.89322350638962
126,126,御景湾 ,22.568475405049167,113.88085736447213
127,127,西城上筑花园 ,22.562419634908867,113.89755552991343
128,128,熙龙湾一期 ,22.55393452730614,113.89374541919582
129,129,天悦龙庭二期 ,22.564228818562206,113.89402928733011
130,130,勤诚达22世纪一期 ,22.577448532628416,113.91577825095725
131,131,中信湾上六座 ,22.5762609584624,113.86184719510666
132,132,鸿景园 ,22.580654737288437,113.8973369865558
133,133,招商果岭花园 ,22.590832504111724,113.86407152081988
134,134,风尚时代 ,22.643947543119495,114.04576568485344
135,135,招商果岭花园 ,22.590832504111724,113.86407152081988
